,leak moles frac,Ca_eff,Ca_tot,Temperature,thold,INaCa
62,0.588918794562733,0.08316363831390439,4.226577755044233,310,40,Off
63,0.6584015065313708,0.15356559240229944,10.39444492806506,310,40,On
64,0.664951499767328,0.031703337439293364,9.117724649970116,310,40,On
65,0.7673708389356898,0.050902011668900383,9.362592729376654,310,40,Off
66,0.8036290408011213,0.04558669933122613,10.65694725671747,310,40,On
67,0.7640684849510158,0.047397065740778996,11.8713641111693,310,40,On
68,0.6865126720633822,0.12110792821229413,12.348530979160948,310,40,On
69,0.7032161174993979,0.049694952759366584,14.960859033956886,310,40,Off
70,0.47091461710667193,0.14843490054593605,5.064321186573579,310,40,On
71,0.6923474334745581,0.061899419473968875,8.81461390182607,310,40,On
72,0.47663202066760285,0.0332359489415862,13.222286349791727,310,40,On
73,0.6811924957133048,0.11059136549537998,14.075323633698286,310,40,On
74,0.780912361948367,0.6103428990069434,10.474352993650339,310,40,On
75,0.6666166685319114,0.010608768247704648,7.869164388200405,310,40,Off
76,0.7519510139780066,0.043146022447200005,3.898707260818317,310,40,On
77,0.6643997053540052,0.020986620224222242,2.6835627639423416,310,40,Off
78,0.034725197423732264,0.06932130239775967,25.891124008293296,298,10,On
79,0.32384288117187526,0.027253319669935418,11.778747437045803,298,10,Off
80,0.2251916773879772,0.18748531599885426,9.000502240833812,298,10,On
81,0.07441606940658652,0.1297971638844717,9.740653130799187,298,10,On
82,0.16163509270503268,0.14024995094039466,13.934401036785413,298,10,On
83,0.30892511339324824,0.07428100519557691,12.226797505764267,298,10,Off
84,0.4391165217879294,0.10809583029763362,15.182860235775998,298,10,Off
85,0.16448012331674894,0.07202668419208062,11.943096877845738,298,10,Off
86,0.21316600376458622,0.10250878978079207,10.253943139486774,298,10,On
87,0.12883429545067063,0.2169723954783235,39.18052052027218,298,10,On
88,0.38145515106170846,0.1735040669725716,12.851246507142978,298,10,On
89,0.5216768823248754,0.1894462534065886,15.752073291730671,298,10,On
90,0.25634861766024325,0.18916485483266296,12.080557418686226,298,10,Off
91,0.19317306942380189,0.03053750545054884,32.2434409258235,298,10,Off
92,0.3152094338831572,0.06918252042689725,15.870365866775204,298,10,Off
93,0.358474047694224,0.024346949092946962,23.73364359621469,298,10,Off
94,0.15834538839143916,0.12102824319629657,26.22545091993084,298,10,Off
95,0.31527033959458145,0.1875736407062852,7.082783192441877,298,10,On
96,0.4798126762605657,0.017147711578761247,12.620266999760176,298,20,Off
97,0.2782994790135207,0.18199888617704948,8.876940352839057,298,20,On
98,0.5342359501173444,0.14921088767413862,9.489773418899635,298,20,On
99,0.29500834956954275,0.06332402752886306,17.03101225946882,298,20,On
100,0.24539550232903015,0.015401448331486774,6.835457648870483,298,20,Off
101,0.5461176017450142,0.10921778430241058,20.387169098613036,298,20,Off
102,0.13761406803719922,0.034467283234830746,16.89964888632282,298,20,On
103,0.360793106873457,0.20226232278495307,13.59662319856173,298,20,On
104,0.6010514990305785,0.06370949829917061,10.900106244957012,298,20,Off
105,0.5878633384163573,0.020016263930940942,14.53827498768111,298,20,On
106,0.5421701592941356,0.08837834637966613,8.846815641641394,298,20,On
107,0.8532087312167694,0.18903286329563906,12.12841029725844,298,20,Off
108,0.3030066712176171,0.14056682936287185,12.154840323777226,298,20,On
109,0.1768449703928123,0.053536812067203024,13.986249849339401,298,20,Off
110,0.14729879784935493,0.06342919314219786,9.019557101884107,298,20,On
111,0.12170081162741991,0.11985964860639506,7.247559207949818,298,20,On
112,0.2748011288583287,0.06450576511552965,22.42640726355412,298,20,Off
113,0.5616453422002947,0.17608763113574039,13.28839738632723,298,20,Off
114,0.34467861837646996,0.1428959860597931,11.40505748367749,298,20,On
115,0.4061327789287518,0.14730671257874034,11.48711767039202,298,20,On
116,0.283394217136297,0.08295330404353511,22.30638338560519,298,20,On
117,0.3550823728559932,0.02630677970341322,12.038467401489614,298,20,On
118,0.2919604566691578,0.08505541646465781,23.37639142703759,298,20,On
119,0.33395070626009127,0.05116534820649643,10.545871282565866,298,20,Off
120,0.4866172760029121,0.027181864014703544,13.618684055533496,298,20,On
121,0.2832164053140155,0.1787357510611249,14.85877851598242,298,20,Off
122,0.33733254764367987,0.08105311996755518,14.219092187545959,298,20,On
123,0.511870915673666,0.179143537765693,16.735956812442232,298,20,On
124,0.2718683823565752,0.034767309188387704,17.385238908702505,298,20,On
125,0.5964907218405516,0.052010085906948715,9.807000582104532,298,20,Off
126,0.19864402858947747,0.03586059103682931,8.230521439439972,298,20,On
127,0.5016857293533887,0.15047995139478798,7.751111241239592,298,20,Off
128,0.49321619770906144,0.06937196131588352,17.380351356088788,298,20,On
129,0.1354813656120806,0.046398422007544765,16.466430852650358,298,20,Off
130,0.27432134075683723,0.06765068492185033,22.165202215515396,298,20,On
131,0.27137250501867904,0.03860550282868559,11.02581789811245,298,40,Off
132,0.5133903263088978,0.02637631641200352,3.424731200578544,298,40,Off
133,0.5285528319429491,0.10429188264963175,4.278204872209223,298,40,Off
134,0.44359421313456254,0.01823047380049106,6.763253808434309,298,40,Off
135,0.49949249110172056,0.012426758830153418,6.307884319693764,298,40,Off
136,0.42223648301203526,0.013715731429774478,9.528044059604841,298,40,Off
137,0.5121646629205485,0.06764006127518288,8.204523314038719,298,40,Off
138,0.23030215727292105,0.03711224134277588,13.53680866763288,298,40,Off
139,0.22578384606062124,0.043925214018669015,7.281474710746794,298,40,On
140,0.45476145276206364,0.051949919484075985,10.169321877094639,298,40,On
141,0.4882268846938951,0.11591916239531372,8.896286639768011,298,40,On
142,0.5439761407836746,0.008728075492077183,5.82866513049018,298,40,Off
143,0.36589057689417237,0.07573123385570575,4.179414021415399,298,40,Off
144,0.44388303086860775,0.022867203468181635,18.124092265494475,298,40,Off
145,0.27603381420261447,0.03207146210321775,5.846264672639326,298,40,On
146,0.3155375215423015,0.10036542638277554,9.778346487797084,298,40,On
147,0.570059714743974,0.040859942048208274,7.235191341417085,298,40,Off
148,0.5623605715825765,0.09024797228502633,12.624093003650698,298,40,On
149,0.5761425827994714,0.03660599268076485,9.474501561394721,298,40,On
150,0.40405513224731143,0.060910624635581584,12.677567844327083,298,40,On
151,0.6205876540174247,0.035646352149373645,10.753648977293523,298,40,On
152,0.5194256465258908,0.058257980760773626,8.41588905722994,298,40,On
153,0.459986547395166,0.020166416415168247,9.916623686321701,298,40,On
154,0.5394813838446456,0.04656000870962619,5.362484272967139,298,40,Off
155,0.7264546536290211,0.04949809102681404,9.442421755688642,298,40,On
