A15,B06,C13,C20,D16,G12,I04,I07,I13,I17,J21,J24,K03,N03,N06,O02,O08,P20
23.264210312546837,-37.724094280086305,-13.409966443045501,7.331788625593588,1.8204041077542783,4.857411102474373,-38.04827628911535,15.643756424206426,14.702748684672535,11.368105941108439,-32.390047460322506,-48.41637137612476,-8.827558466414732,-3.7927288575357077,16.178969779867494,36.17131624247043,-24.687235774087828,-13.366541441920793
13.349412774337651,-48.59051456992005,-20.466091631404655,9.188345124312635,8.435191275993482,-14.833106615252463,-15.891484691577176,11.09873260119342,9.8893542657148,-1.210444297894341,-42.07296188984003,-34.8023488334792,-14.686999224256494,-16.480667563265516,12.052755549143914,56.62301752946135,-27.286492408741623,-19.180794807048294
,,,,,,,,,,,,,,,,,
13.34612067361282,-40.18030457682458,-10.994066735097498,-5.077807180954775,-1.677296830667352,-1.8566386676143767,-64.1448196402775,-6.849042498969033,10.225008898337911,-3.654308288365442,-43.46565653042998,-28.710042231692114,-30.87997297472513,0.20983216242805727,6.271150575106198,36.0039006051299,-26.658197492470745,-21.346044657398174
14.047164561297173,-31.687428574512666,-37.690282093945214,4.891047302111953,-10.102002869720058,0.06125164496370416,-48.5303819051488,9.674605473881492,-6.207394310703599,9.205168450356112,-51.45534814330799,-19.984218157491966,-27.77368855670458,-17.408164779180225,4.508021341883264,67.24576330939135,0.8747916374343279,-14.53897570704202
27.311339623531595,-6.647810901649649,-2.5984927397213298,8.586377714040218,3.4227726792364166,-4.9869825731380075,-59.21352984550745,-4.4171478277618155,6.5061786956073036,14.46602173044235,-43.903999253311724,-60.38737903099226,-34.14417093020498,-13.56672535950395,5.090645383497865,17.429187218007854,-41.15847135106859,-23.447965236503414
28.823320691514592,7.862556040271115,-5.245204205354923,7.632635096725803,6.015859737940476,-29.158418311172245,-56.1460152831168,6.042147519370141,-5.666020734628888,9.798350799581343,-24.380416295707363,-63.85766552127593,-35.657346654836346,-15.486272789115308,-8.645911173206713,50.339443520932186,-31.724793735909827,15.31780864565107
19.55833008379153,5.822321068420322,-1.288739180017515,10.106689624968732,17.694346658179157,-1.9536389248313244,-34.43489274971887,21.053162764652548,6.613381965227389,9.004069024962432,-39.74372721791437,-39.47639819501376,-36.27396478383534,-12.835342211228465,10.162834402336884,6.870615448575279,-9.156323588102993,-28.846992682298175
39.65144200140586,23.492308988502785,3.32139043001748,14.840811209291418,-2.375260763028038,-2.145902391589658,-29.684722408491773,0.9349844446700715,-0.847327294613919,33.09732216598968,-47.81501074703201,-69.80385321022871,-22.925588943826625,3.5424409678828965,12.26756644132715,5.157385276399509,-27.63012112515625,-15.583170861065998
19.680752998750286,-6.843194800831129,-35.927447167551854,10.00340770073106,-9.472936049800085,-7.846670838977772,-45.94370932017004,5.55610509628839,-5.392634924737577,1.374335373125433,-37.56391744723206,-70.9978853305424,-32.11581874200204,-0.947633546769566,-3.9085206111909936,16.17859067483124,-5.593198097756841,-31.619732429673853
,,,,,,,,,,,,,,,,,
16.83559709706943,22.4565645566733,-34.68463353620968,79.97766345729183,19.80397503111716,-37.35445384272684,-59.018273888340495,-22.07803542345664,-34.99134008747816,12.26969235159956,-25.47106731785817,-96.7161530547676,-39.13195039140228,-4.264557136341011,-18.26252257307557,18.819129694045163,-38.799225108535495,-12.964063926393422
